10.477805,64,64,2048,2,2,8,64
10.477805,64,64,2048,2,2,16,64
8.429811,64,64,2048,2,2,8,128
8.429811,64,64,2048,2,2,16,128
10.477805,64,64,4096,2,2,8,64
10.477805,64,64,4096,2,2,16,64
8.429811,64,64,4096,2,2,8,128
8.429811,64,64,4096,2,2,16,128
10.477805,64,128,2048,2,2,8,64
10.477805,64,128,2048,2,2,16,64
8.426205,64,128,2048,2,2,8,128
8.426205,64,128,2048,2,2,16,128
10.477805,64,128,4096,2,2,8,64
10.477805,64,128,4096,2,2,16,64
8.426205,64,128,4096,2,2,8,128
8.426205,64,128,4096,2,2,16,128
10.477805,256,64,2048,2,2,8,64
10.477805,256,64,2048,2,2,16,64
8.411109,256,64,2048,2,2,8,128
8.411109,256,64,2048,2,2,16,128
10.477805,256,64,4096,2,2,8,64
10.477805,256,64,4096,2,2,16,64
8.411109,256,64,4096,2,2,8,128
8.411109,256,64,4096,2,2,16,128
10.477805,256,128,2048,2,2,8,64
10.477805,256,128,2048,2,2,16,64
8.407503,256,128,2048,2,2,8,128
8.407503,256,128,2048,2,2,16,128
10.477805,256,128,4096,2,2,8,64
10.477805,256,128,4096,2,2,16,64
8.407503,256,128,4096,2,2,8,128
8.407503,256,128,4096,2,2,16,128
